id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year
4255,8/12/2019,21:19,Monday,COLLEGE STATION,MUPAA,3,6,N,YU,5936,Passenger Assistance Alarm Activated - No Trouble Found,8,21,2019
4256,8/12/2019,21:50,Monday,KENNEDY BD STATION,TUMVS,5,9,E,BD,5053,Operator Violated Signal,8,21,2019
4257,8/13/2019,0:38,Tuesday,KEELE STATION,MUIE,4,8,W,BD,5096,Injured Employee,8,0,2019
4258,8/13/2019,0:59,Tuesday,VAUGHAN MC STATION,MUATC,7,12,S,YU,6106,ATC Project,8,0,2019
4259,8/13/2019,5:46,Tuesday,WILSON STATION,MUATC,4,0,N,YU,5516,ATC Project,8,5,2019
4260,8/13/2019,6:10,Tuesday,FINCH STATION,EUDO,4,8,S,YU,6126,Door Problems - Faulty Equipment,8,6,2019
4261,8/13/2019,6:14,Tuesday,SHEPPARD WEST STATION,MUATC,8,12,N,YU,5931,ATC Project,8,6,2019
4262,8/13/2019,6:20,Tuesday,VAUGHAN MC STATION,EUAL,4,8,S,YU,6096,Alternating Current,8,6,2019
4263,8/13/2019,6:36,Tuesday,WILSON STATION,EUME,3,6,S,YU,5491,RC&S Maintenance Error - (Human),8,6,2019
4264,8/13/2019,6:39,Tuesday,VICTORIA PARK STATION,MUPLB,10,12,W,BD,5000,Fire/Smoke Plan B - Source TTC,8,6,2019
4265,8/13/2019,6:46,Tuesday,DUFFERIN STATION,SUPOL,11,16,W,BD,5161,Held By Polce - Non-TTC Related,8,6,2019
4266,8/13/2019,7:08,Tuesday,VICTORIA PARK STATION,MUPLB,33,35,W,BD,5147,Fire/Smoke Plan B - Source TTC,8,7,2019
4267,8/13/2019,9:11,Tuesday,SHEPPARD STATION,SUDP,9,11,S,YU,5881,Disorderly Patron,8,9,2019
4268,8/13/2019,9:24,Tuesday,YORK MILLS STATION,TUOS,3,5,N,YU,6021,Operator Overshot Platform,8,9,2019
4269,8/13/2019,9:52,Tuesday,COXWELL STATION,TUSUP,3,6,W,BD,5324,Supervisory Error,8,9,2019
4270,8/13/2019,10:09,Tuesday,YONGE BD STATION,MUIR,3,6,W,BD,5271,Injured or ill Customer (On Train) - Medical Aid Refused,8,10,2019
4271,8/13/2019,13:21,Tuesday,COXWELL STATION,TUNIP,4,7,W,BD,5324,Operator Not In Position,8,13,2019
4272,8/13/2019,13:23,Tuesday,BAY STATION,EUNT,7,10,E,BD,5077,Equipment - No Trouble Found,8,13,2019
4273,8/13/2019,13:30,Tuesday,YONGE BD STATION,TUO,4,7,E,BD,5077,Transportation Department - Other,8,13,2019
4274,8/13/2019,13:54,Tuesday,ELLESMERE STATION,ERDO,5,10,N,SRT,3007,Door Problems - Faulty Equipment,8,13,2019
4275,8/13/2019,15:12,Tuesday,KIPLING STATION,MUSC,3,6,E,BD,5096,Miscellaneous Speed Control,8,15,2019
4276,8/13/2019,16:18,Tuesday,KIPLING STATION,TUMVS,51,54,W,BD,5203,Operator Violated Signal,8,16,2019
4277,8/13/2019,16:42,Tuesday,SHEPPARD STATION,MUPLB,26,28,S,YU,5506,Fire/Smoke Plan B - Source TTC,8,16,2019
4278,8/13/2019,16:53,Tuesday,OLD MILL STATION,MUIR,3,6,W,BD,5048,Injured or ill Customer (On Train) - Medical Aid Refused,8,16,2019
4279,8/13/2019,17:46,Tuesday,ST CLAIR STATION,MUI,7,9,N,YU,5846,Injured or ill Customer (On Train) - Transported,8,17,2019
4280,8/13/2019,17:54,Tuesday,SUMMERHILL STATION,MUIR,3,5,N,YU,5761,Injured or ill Customer (On Train) - Medical Aid Refused,8,17,2019
4281,8/13/2019,19:25,Tuesday,DAVISVILLE STATION,SUDP,5,7,N,YU,5476,Disorderly Patron,8,19,2019
4282,8/13/2019,20:34,Tuesday,COXWELL STATION,MUO,5,8,W,BD,5320,Miscellaneous Other,8,20,2019
4283,8/13/2019,21:23,Tuesday,KING STATION,SUAE,4,7,S,YU,5411,Assault / Employee Involved,8,21,2019
4284,8/14/2019,6:35,Wednesday,LAWRENCE EAST STATION,ERDO,9,14,S,SRT,3020,Door Problems - Faulty Equipment,8,6,2019
4285,8/14/2019,7:07,Wednesday,KENNEDY BD STATION,EUTR,4,6,E,BD,5062,Trucks,8,7,2019
4286,8/14/2019,7:31,Wednesday,DON MILLS STATION,PUCSS,4,9,W,SHP,6151,Central Office Signalling System,8,7,2019
4287,8/14/2019,7:42,Wednesday,PAPE STATION,TUOS,4,6,E,BD,5015,Operator Overshot Platform,8,7,2019
4288,8/14/2019,8:20,Wednesday,ROSEDALE STATION,MUIR,11,13,S,YU,5716,Injured or ill Customer (On Train) - Medical Aid Refused,8,8,2019
4289,8/14/2019,8:54,Wednesday,SHEPPARD STATION,EUME,3,5,S,YU,6016,RC&S Maintenance Error - (Human),8,8,2019
4290,8/14/2019,9:02,Wednesday,BLOOR STATION,MUPLB,8,10,N,YU,6131,Fire/Smoke Plan B - Source TTC,8,9,2019
4291,8/14/2019,9:20,Wednesday,EGLINTON WEST STATION,MUI,20,22,S,YU,5476,Injured or ill Customer (On Train) - Transported,8,9,2019
4292,8/14/2019,9:20,Wednesday,EGLINTON STATION,MUIR,3,5,S,YU,5581,Injured or ill Customer (On Train) - Medical Aid Refused,8,9,2019
4293,8/14/2019,9:34,Wednesday,BLOOR STATION,MUPLB,88,90,S,YU,5581,Fire/Smoke Plan B - Source TTC,8,9,2019
4294,8/14/2019,12:05,Wednesday,OSSINGTON STATION,SUO,4,7,E,BD,5075,Passenger Other,8,12,2019
4295,8/14/2019,12:25,Wednesday,FINCH STATION,MUTO,3,8,S,YU,5991,Misc. Transportation Other - Employee Non-Chargeable,8,12,2019
4296,8/14/2019,14:21,Wednesday,FINCH STATION,TUO,3,6,S,YU,5641,Transportation Department - Other,8,14,2019
4297,8/14/2019,17:17,Wednesday,YORKDALE STATION,EUCD,4,6,S,YU,6016,Consequential Delay (2nd Delay Same Fault),8,17,2019
4298,8/14/2019,17:37,Wednesday,KIPLING STATION,MUSAN,3,5,W,BD,5368,Unsanitary Vehicle,8,17,2019
4299,8/14/2019,18:11,Wednesday,YONGE BD STATION,MUPAA,3,6,E,BD,5000,Passenger Assistance Alarm Activated - No Trouble Found,8,18,2019
4300,8/14/2019,18:41,Wednesday,DONLANDS STATION,EUNT,3,6,E,BD,5254,Equipment - No Trouble Found,8,18,2019
4301,8/14/2019,22:22,Wednesday,BATHURST STATION,SUDP,3,7,E,BD,5356,Disorderly Patron,8,22,2019
4302,8/14/2019,23:38,Wednesday,KENNEDY BD STATION,MUTO,3,7,W,BD,5324,Misc. Transportation Other - Employee Non-Chargeable,8,23,2019
4303,8/15/2019,0:42,Thursday,KIPLING STATION,MUIR,4,8,,BD,5096,Injured or ill Customer (On Train) - Medical Aid Refused,8,0,2019
4304,8/15/2019,0:54,Thursday,BAYVIEW STATION,SUAP,6,11,E,SHP,6141,Assault / Patron Involved,8,0,2019
4305,8/15/2019,1:02,Thursday,BESSARION STATION,MUO,3,8,W,SHP,6141,Miscellaneous Other,8,1,2019
4306,8/15/2019,10:24,Thursday,EGLINTON WEST STATION,MUATC,3,5,N,YU,5421,ATC Project,8,10,2019
4307,8/15/2019,11:06,Thursday,COXWELL STATION,MUTO,4,7,W,BD,5069,Misc. Transportation Other - Employee Non-Chargeable,8,11,2019
4308,8/15/2019,11:26,Thursday,SUMMERHILL STATION,MUI,30,2,S,YU,6056,Injured or ill Customer (On Train) - Transported,8,11,2019
4309,8/15/2019,13:42,Thursday,COXWELL STATION,MUCL,4,7,W,BD,5012,Divisional Clerk Related,8,13,2019
4310,8/15/2019,14:23,Thursday,CASTLE FRANK STATION,SUDP,3,6,E,BD,5027,Disorderly Patron,8,14,2019
4311,8/15/2019,14:29,Thursday,ISLINGTON STATION,TUMVS,7,10,E,BD,5119,Operator Violated Signal,8,14,2019
4312,8/15/2019,14:49,Thursday,DUNDAS STATION,SUEAS,6,9,N,YU,5416,Emergency Alarm Station Activation,8,14,2019
4313,8/15/2019,15:30,Thursday,KIPLING STATION,MUSC,3,5,W,BD,5058,Miscellaneous Speed Control,8,15,2019
4314,8/15/2019,15:45,Thursday,ROYAL YORK STATION,SUDP,3,6,W,BD,5244,Disorderly Patron,8,15,2019
4315,8/15/2019,19:44,Thursday,SHEPPARD WEST STATION,MUATC,5,8,S,YU,5726,ATC Project,8,19,2019
4316,8/15/2019,21:22,Thursday,SHEPPARD-YONGE STATION,SUDP,3,8,E,SHP,6171,Disorderly Patron,8,21,2019
4317,8/15/2019,22:50,Thursday,ISLINGTON STATION,TUMVS,3,7,E,BD,5027,Operator Violated Signal,8,22,2019
4318,8/15/2019,22:58,Thursday,VAUGHAN MC STATION,TUSUP,5,10,S,YU,5811,Supervisory Error,8,22,2019
4319,8/16/2019,6:42,Friday,ST PATRICK STATION,MUATC,3,7,N,YU,6041,ATC Project,8,6,2019
4320,8/16/2019,7:24,Friday,WILSON STATION,MUATC,8,10,S,YU,5651,ATC Project,8,7,2019
4321,8/16/2019,8:03,Friday,FINCH STATION,MUTO,4,6,S,YU,6136,Misc. Transportation Other - Employee Non-Chargeable,8,8,2019
4322,8/16/2019,8:07,Friday,ISLINGTON STATION,MUDD,3,5,E,BD,5339,Door Problems - Debris Related,8,8,2019
4323,8/16/2019,8:39,Friday,KENNEDY BD STATION,EUBK,3,6,W,BD,5098,Brakes,8,8,2019
4324,8/16/2019,8:45,Friday,EGLINTON STATION,MUTO,3,5,S,YU,5756,Misc. Transportation Other - Employee Non-Chargeable,8,8,2019
4325,8/16/2019,9:34,Friday,LAWRENCE WEST STATION,MUI,25,27,S,YU,5576,Injured or ill Customer (On Train) - Transported,8,9,2019
4326,8/16/2019,10:03,Friday,WARDEN STATION,EUBK,3,6,W,BD,5280,Brakes,8,10,2019
4327,8/16/2019,10:48,Friday,LAWRENCE STATION,MUPAA,3,6,S,YU,6126,Passenger Assistance Alarm Activated - No Trouble Found,8,10,2019
4328,8/16/2019,11:01,Friday,COXWELL STATION,MUSAN,3,6,W,BD,5290,Unsanitary Vehicle,8,11,2019
4329,8/16/2019,12:44,Friday,MAIN STREET STATION,PUSTS,4,7,W,BD,5137,Signals - Train Stops,8,12,2019
4330,8/16/2019,13:17,Friday,COXWELL STATION,TUNIP,4,7,W,BD,5222,Operator Not In Position,8,13,2019
4331,8/16/2019,14:35,Friday,GREENWOOD STATION,MUIR,4,7,W,BD,5137,Injured or ill Customer (On Train) - Medical Aid Refused,8,14,2019
4332,8/16/2019,15:07,Friday,DUNDAS STATION,MUIR,4,7,S,YU,5766,Injured or ill Customer (On Train) - Medical Aid Refused,8,15,2019
4333,8/16/2019,16:40,Friday,WARDEN STATION,EUTR,3,6,W,BD,5004,Trucks,8,16,2019
4334,8/16/2019,17:14,Friday,WELLESLEY STATION,SUDP,3,5,S,YU,5881,Disorderly Patron,8,17,2019
4335,8/16/2019,18:14,Friday,NORTH YORK CTR STATION,EUSC,5,7,S,YU,5841,Speed Control Equipment  ,8,18,2019
4336,8/16/2019,18:35,Friday,LAWRENCE STATION,TUO,3,6,N,YU,6121,Transportation Department - Other,8,18,2019
4337,8/16/2019,19:02,Friday,YORK MILLS STATION,TUMVS,9,12,N,YU,5726,Operator Violated Signal,8,19,2019
4338,8/16/2019,19:51,Friday,ELLESMERE STATION,ERDO,7,13,N,SRT,3001,Door Problems - Faulty Equipment,8,19,2019
4339,8/16/2019,21:18,Friday,LAWRENCE EAST STATION,SRO,5,10,E,SRT,3001,Passenger Other,8,21,2019
4340,8/16/2019,21:26,Friday,DUNDAS STATION,MUDD,3,6,S,YU,5641,Door Problems - Debris Related,8,21,2019
4341,8/16/2019,23:02,Friday,KIPLING STATION,MUIR,10,14,E,BD,5243,Injured or ill Customer (On Train) - Medical Aid Refused,8,23,2019
4342,8/16/2019,23:03,Friday,BAY STATION,MUD,4,8,E,BD,5293,Door Problems - Passenger Related,8,23,2019
4343,8/17/2019,0:11,Saturday,WILSON STATION,EUBK,5,10,N,YU,5696,Brakes,8,0,2019
4344,8/17/2019,1:14,Saturday,YORK UNIVERSITY STATIO,SUDP,5,10,S,YU,5986,Disorderly Patron,8,1,2019
4345,8/17/2019,1:14,Saturday,YORK UNIVERSITY STATIO,SUDP,5,10,S,YU,5986,Disorderly Patron,8,1,2019
4346,8/17/2019,5:44,Saturday,KIPLING STATION,MUCL,5,10,E,BD,5055,Divisional Clerk Related,8,5,2019
4347,8/17/2019,6:10,Saturday,DAVISVILLE STATION,TUCC,5,10,S,YU,5416,Transit Control Related Problems,8,6,2019
4348,8/17/2019,9:04,Saturday,BESSARION STATION,PUSTS,3,8,E,SHP,6141,Signals - Train Stops,8,9,2019
4349,8/17/2019,9:23,Saturday,BLOOR STATION,TUO,7,12,S,YU,5596,Transportation Department - Other,8,9,2019
4350,8/17/2019,10:30,Saturday,NORTH YORK CTR STATION,MUDD,3,8,S,YU,5641,Door Problems - Debris Related,8,10,2019
4351,8/17/2019,11:35,Saturday,GREENWOOD STATION,EUBO,4,8,E,BD,5143,Body,8,11,2019
4352,8/17/2019,12:11,Saturday,ROYAL YORK STATION,SUDP,4,8,E,BD,5039,Disorderly Patron,8,12,2019
4353,8/17/2019,12:21,Saturday,WARDEN STATION,PUSTC,5,9,E,BD,5201,Signals - Track Circuit Problems,8,12,2019
4354,8/17/2019,12:39,Saturday,YORK MILLS STATION,MUPAA,3,6,N,YU,5654,Passenger Assistance Alarm Activated - No Trouble Found,8,12,2019
4355,8/17/2019,13:25,Saturday,VICTORIA PARK STATION,SUO,3,7,E,BD,5093,Passenger Other,8,13,2019
4356,8/17/2019,20:42,Saturday,YONGE BD STATION,SUDP,6,11,W,BD,5313,Disorderly Patron,8,20,2019
4357,8/17/2019,23:09,Saturday,SPADINA BD STATION,EUBK,6,11,W,BD,5135,Brakes,8,23,2019
4358,8/17/2019,23:35,Saturday,LANSDOWNE STATION,MUO,6,12,E,BD,5265,Miscellaneous Other,8,23,2019
4359,8/18/2019,8:15,Sunday,VAUGHAN MC STATION,TUNIP,5,10,S,YU,6051,Operator Not In Position,8,8,2019
4360,8/18/2019,8:36,Sunday,DAVISVILLE STATION,PUTO,5,10,N,YU,5761,T&S Other,8,8,2019
4361,8/18/2019,11:33,Sunday,EGLINTON STATION,TUCC,5,10,S,YU,5946,Transit Control Related Problems,8,11,2019
4362,8/18/2019,11:35,Sunday,SPADINA YUS STATION,SUAP,7,12,N,YU,5756,Assault / Patron Involved,8,11,2019
4363,8/18/2019,13:38,Sunday,DON MILLS STATION,SUO,8,14,W,SHP,6161,Passenger Other,8,13,2019
4364,8/18/2019,13:39,Sunday,DON MILLS STATION,SUO,8,15,W,SHP,6161,Passenger Other,8,13,2019
4365,8/18/2019,14:44,Sunday,BLOOR STATION,SUDP,19,23,N,YU,6096,Disorderly Patron,8,14,2019
4366,8/18/2019,15:09,Sunday,ST CLAIR STATION,SUPOL,4,8,N,YU,6096,Held By Polce - Non-TTC Related,8,15,2019
4367,8/18/2019,17:10,Sunday,YONGE BD STATION,MUD,4,8,W,BD,5236,Door Problems - Passenger Related,8,17,2019
4368,8/18/2019,17:57,Sunday,BESSARION STATION,PUOPO,4,9,E,SHP,6191,OPTO (COMMS) Train Door Monitoring,8,17,2019
4369,8/18/2019,18:56,Sunday,EGLINTON STATION,SUDP,3,8,N,YU,5456,Disorderly Patron,8,18,2019
4370,8/18/2019,22:43,Sunday,VAUGHAN MC STATION,MUATC,5,10,N,YU,5941,ATC Project,8,22,2019
4371,8/18/2019,23:40,Sunday,YONGE BD STATION,SUO,3,7,E,BD,5198,Passenger Other,8,23,2019
4372,8/19/2019,6:03,Monday,WARDEN STATION,PUSTC,3,8,E,BD,5119,Signals - Track Circuit Problems,8,6,2019
4373,8/19/2019,6:22,Monday,MIDLAND STATION,MRTO,3,8,N,SRT,3001,Timeout,8,6,2019
4374,8/19/2019,6:37,Monday,SHEPPARD WEST STATION,EUPI,4,6,S,YU,5436,Propulsion System,8,6,2019
4375,8/19/2019,7:22,Monday,FINCH STATION,MUSC,3,5,S,YU,5676,Miscellaneous Speed Control,8,7,2019
4376,8/19/2019,8:42,Monday,DUNDAS STATION,SUO,8,10,N,YU,6076,Passenger Other,8,8,2019
4377,8/19/2019,8:53,Monday,ST PATRICK STATION,EUDO,3,5,N,YU,5641,Door Problems - Faulty Equipment,8,8,2019
4378,8/19/2019,9:46,Monday,GREENWOOD STATION,MUI,9,12,W,BD,5010,Injured or ill Customer (On Train) - Transported,8,9,2019
4379,8/19/2019,13:12,Monday,DUPONT STATION,SUDP,11,14,N,YU,5871,Disorderly Patron,8,13,2019
4380,8/19/2019,14:29,Monday,EGLINTON STATION,MUIR,6,9,N,YU,5456,Injured or ill Customer (On Train) - Medical Aid Refused,8,14,2019
4381,8/19/2019,15:08,Monday,KENNEDY BD STATION,TUMVS,3,6,E,BD,5229,Operator Violated Signal,8,15,2019
4382,8/19/2019,15:09,Monday,BAY STATION,TUO,3,5,W,BD,5313,Transportation Department - Other,8,15,2019
4383,8/19/2019,15:15,Monday,CHESTER STATION,TUDOE,20,23,W,BD,5210,Doors Open in Error,8,15,2019
4384,8/19/2019,15:17,Monday,LAWRENCE EAST STATION,SRAP,16,21,S,SRT,3024,Assault / Patron Involved,8,15,2019
4385,8/19/2019,15:39,Monday,BROADVIEW STATION,SUDP,3,5,E,BD,5119,Disorderly Patron,8,15,2019
4386,8/19/2019,16:42,Monday,VAUGHAN MC STATION,EUAC,3,6,S,YU,5886,Air Conditioning,8,16,2019
4387,8/19/2019,17:15,Monday,SHEPPARD STATION,EUBK,3,5,S,YU,5556,Brakes,8,17,2019
4388,8/19/2019,18:15,Monday,KENNEDY SRT STATION,ERPR,10,15,,SRT,3023,Propulsion System,8,18,2019
4389,8/19/2019,18:17,Monday,YONGE BD STATION,SUAP,4,7,E,BD,5244,Assault / Patron Involved,8,18,2019
4390,8/19/2019,19:57,Monday,MCCOWAN STATION,TRO,5,10,,SRT,3010,Transportation Department - Other,8,19,2019
4391,8/20/2019,1:15,Tuesday,KENNEDY BD STATION,MUSAN,4,8,W,BD,5240,Unsanitary Vehicle,8,1,2019
4392,8/20/2019,1:27,Tuesday,QUEEN'S PARK STATION,MUIS,6,11,S,YU,5396,Injured or ill Customer (In Station) - Transported,8,1,2019
4393,8/20/2019,5:36,Tuesday,FINCH STATION,EUTRD,5,8,S,YU,5846,TR Cab Doors,8,5,2019
4394,8/20/2019,5:54,Tuesday,ELLESMERE STATION,ERNT,5,0,S,SRT,3014,Equipment - No Trouble Found,8,5,2019
4395,8/20/2019,7:37,Tuesday,OSGOODE STATION,TUMVS,3,5,N,YU,5516,Operator Violated Signal,8,7,2019
4396,8/20/2019,7:43,Tuesday,VAUGHAN MC STATION,MUI,4,8,S,YU,5651,Injured or ill Customer (On Train) - Transported,8,7,2019
4397,8/20/2019,8:38,Tuesday,EGLINTON STATION,MUI,4,6,S,YU,5781,Injured or ill Customer (On Train) - Transported,8,8,2019
4398,8/20/2019,8:59,Tuesday,YORK MILLS STATION,TUOS,4,6,S,YU,5726,Operator Overshot Platform,8,8,2019
4399,8/20/2019,9:18,Tuesday,QUEEN'S PARK STATION,MUIR,8,10,S,YU,5886,Injured or ill Customer (On Train) - Medical Aid Refused,8,9,2019
4400,8/20/2019,9:48,Tuesday,COXWELL STATION,TUNIP,3,6,W,BD,5151,Operator Not In Position,8,9,2019
4401,8/20/2019,10:09,Tuesday,YORK UNIVERSITY STATIO,MUSAN,8,10,S,YU,5806,Unsanitary Vehicle,8,10,2019
4402,8/20/2019,12:44,Tuesday,BATHURST STATION,SUAP,3,6,W,BD,5239,Assault / Patron Involved,8,12,2019
4403,8/20/2019,13:02,Tuesday,SHEPPARD-YONGE STATION,TUO,3,8,E,SHP,6191,Transportation Department - Other,8,13,2019
4404,8/20/2019,14:30,Tuesday,YORK MILLS STATION,TUSC,4,7,S,YU,5441,Operator Overspeeding,8,14,2019
4405,8/20/2019,15:51,Tuesday,KENNEDY BD STATION,EUNT,3,5,W,BD,5021,Equipment - No Trouble Found,8,15,2019
4406,8/20/2019,16:23,Tuesday,DAVISVILLE STATION,MUTO,3,5,S,YU,5756,Misc. Transportation Other - Employee Non-Chargeable,8,16,2019
4407,8/20/2019,17:31,Tuesday,BAY STATION,SUDP,4,6,W,BD,5066,Disorderly Patron,8,17,2019
4408,8/20/2019,18:46,Tuesday,KIPLING STATION,SUAP,3,6,E,BD,5098,Assault / Patron Involved,8,18,2019
4409,8/20/2019,20:06,Tuesday,DUPONT STATION,EUBK,4,7,N,YU,6006,Brakes,8,20,2019
4410,8/20/2019,20:18,Tuesday,ST CLAIR WEST STATION,EUCD,4,7,N,YU,6006,Consequential Delay (2nd Delay Same Fault),8,20,2019
4411,8/20/2019,20:34,Tuesday,ISLINGTON STATION,SUDP,3,5,W,BD,5244,Disorderly Patron,8,20,2019
4412,8/20/2019,21:57,Tuesday,LESLIE STATION,TUOS,5,10,W,SHP,6171,Operator Overshot Platform,8,21,2019
4413,8/20/2019,23:08,Tuesday,BROADVIEW STATION,TUS,4,8,E,BD,5098,Crew Unable to Maintain Schedule,8,23,2019
4414,8/20/2019,23:19,Tuesday,WARDEN STATION,MUI,6,10,E,BD,5128,Injured or ill Customer (On Train) - Transported,8,23,2019
4415,8/21/2019,5:51,Wednesday,WILSON STATION,EUYRD,6,0,S,YU,6136,Yard/Carhouse Related Problems,8,5,2019
4416,8/21/2019,5:51,Wednesday,MCCOWAN STATION,MRTO,8,13,S,SRT,3016,Timeout,8,5,2019
4417,8/21/2019,5:59,Wednesday,WILSON STATION,MUATC,8,12,S,YU,5546,ATC Project,8,5,2019
4418,8/21/2019,6:26,Wednesday,SHEPPARD WEST STATION,EUNT,4,8,N,YU,5896,Equipment - No Trouble Found,8,6,2019
4419,8/21/2019,7:01,Wednesday,MAIN STREET STATION,MUDD,4,6,E,BD,5098,Door Problems - Debris Related,8,7,2019
4420,8/21/2019,7:05,Wednesday,WOODBINE STATION,MUSC,3,5,W,BD,5299,Miscellaneous Speed Control,8,7,2019
4421,8/21/2019,7:29,Wednesday,KENNEDY BD STATION,MUDD,3,5,W,BD,5008,Door Problems - Debris Related,8,7,2019
4422,8/21/2019,8:01,Wednesday,SHEPPARD-YONGE STATION,TUSC,3,8,E,SHP,6171,Operator Overspeeding,8,8,2019
4423,8/21/2019,8:03,Wednesday,MIDLAND STATION,MRUIR,3,8,S,SRT,3002,Injured or ill Customer (On Train) - Medical Aid Refused,8,8,2019
4424,8/21/2019,8:25,Wednesday,WELLESLEY STATION,EUSC,3,5,S,YU,6076,Speed Control Equipment  ,8,8,2019
4425,8/21/2019,8:35,Wednesday,YORK MILLS STATION,MUI,14,16,S,YU,5506,Injured or ill Customer (On Train) - Transported,8,8,2019
4426,8/21/2019,9:47,Wednesday,ST ANDREW STATION,SUAP,6,8,N,YU,5481,Assault / Patron Involved,8,9,2019
4427,8/21/2019,9:53,Wednesday,VICTORIA PARK STATION,EUTR,3,6,W,BD,5272,Trucks,8,9,2019
4428,8/21/2019,12:15,Wednesday,DON MILLS STATION,PUSNT,3,8,W,SHP,6171,Signal Problem - No Trouble,8,12,2019
4429,8/21/2019,13:00,Wednesday,SHEPPARD WEST STATION,EUO,4,8,S,YU,5396,RC&S Other,8,13,2019
4430,8/21/2019,13:25,Wednesday,DONLANDS STATION,MUI,34,37,W,BD,5312,Injured or ill Customer (On Train) - Transported,8,13,2019
4431,8/21/2019,14:22,Wednesday,COXWELL STATION,TUNOA,5,8,W,BD,5038,No Operator Immediately Available ,8,14,2019
4432,8/21/2019,14:43,Wednesday,MCCOWAN STATION,ERDO,5,10,,SRT,3014,Door Problems - Faulty Equipment,8,14,2019
4433,8/21/2019,15:06,Wednesday,OSSINGTON STATION,SUDP,9,12,W,BD,5190,Disorderly Patron,8,15,2019
4434,8/21/2019,15:20,Wednesday,KEELE STATION,SUDP,6,9,W,BD,5190,Disorderly Patron,8,15,2019
4435,8/21/2019,15:37,Wednesday,BATHURST STATION,SUDP,5,8,W,BD,5279,Disorderly Patron,8,15,2019
4436,8/21/2019,16:30,Wednesday,KIPLING STATION,TUSUP,5,8,E,BD,5066,Supervisory Error,8,16,2019
4437,8/21/2019,17:17,Wednesday,COXWELL STATION,TUNOA,6,9,E,BD,5248,No Operator Immediately Available ,8,17,2019
4438,8/21/2019,17:17,Wednesday,COXWELL STATION,TUNOA,5,8,W,BD,5280,No Operator Immediately Available ,8,17,2019
4439,8/21/2019,18:56,Wednesday,DAVISVILLE STATION,SUDP,6,8,N,YU,6126,Disorderly Patron,8,18,2019
4440,8/21/2019,21:30,Wednesday,YORK MILLS STATION,TUOS,3,7,S,YU,5756,Operator Overshot Platform,8,21,2019
4441,8/21/2019,21:51,Wednesday,COLLEGE STATION,SUUT,4,7,S,YU,5756,Unauthorized at Track Level,8,21,2019
4442,8/21/2019,22:47,Wednesday,VAUGHAN MC STATION,MUIE,5,10,N,YU,5756,Injured Employee,8,22,2019
4443,8/21/2019,23:13,Wednesday,FINCH STATION,MUNOA,5,10,,YU,5911,No Operator Immediately Available - Not E.S.A. Related ,8,23,2019
4444,8/22/2019,1:09,Thursday,ST PATRICK STATION,EUVE,5,10,S,YU,5811,Work Vehicle,8,1,2019
4445,8/22/2019,6:27,Thursday,GLENCAIRN STATION,MUATC,4,6,S,YU,5471,ATC Project,8,6,2019
4446,8/22/2019,6:28,Thursday,FINCH WEST STATION,MUATC,4,8,N,YU,5716,ATC Project,8,6,2019
4447,8/22/2019,7:13,Thursday,DUPONT STATION,MUATC,5,7,N,YU,6071,ATC Project,8,7,2019
4448,8/22/2019,8:56,Thursday,FINCH STATION,MUTO,3,5,S,YU,6036,Misc. Transportation Other - Employee Non-Chargeable,8,8,2019
4449,8/22/2019,9:43,Thursday,VAUGHAN MC STATION,TUATC,4,7,S,YU,5381,ATC Operator Related,8,9,2019
4450,8/22/2019,11:12,Thursday,OSGOODE STATION,TUMVS,3,6,S,YU,5421,Operator Violated Signal,8,11,2019
4451,8/22/2019,11:20,Thursday,YORK MILLS STATION,MUIR,5,8,S,YU,5386,Injured or ill Customer (On Train) - Medical Aid Refused,8,11,2019
4452,8/22/2019,11:49,Thursday,KENNEDY BD STATION,TUS,3,6,W,BD,5276,Crew Unable to Maintain Schedule,8,11,2019
4453,8/22/2019,11:58,Thursday,WARDEN STATION,TUS,3,6,W,BD,5102,Crew Unable to Maintain Schedule,8,11,2019
4454,8/22/2019,12:12,Thursday,ST CLAIR STATION,MUIR,4,7,S,YU,5426,Injured or ill Customer (On Train) - Medical Aid Refused,8,12,2019
4455,8/22/2019,13:19,Thursday,ST GEORGE YUS STATION,MUATC,7,10,N,YU,5746,ATC Project,8,13,2019
4456,8/22/2019,15:03,Thursday,DUFFERIN STATION,MUI,13,19,W,BD,5072,Injured or ill Customer (On Train) - Transported,8,15,2019
4457,8/22/2019,16:29,Thursday,DUNDAS WEST STATION,MUPAA,5,8,W,BD,5117,Passenger Assistance Alarm Activated - No Trouble Found,8,16,2019
4458,8/22/2019,17:54,Thursday,UNION STATION,SUDP,4,6,N,YU,5791,Disorderly Patron,8,17,2019
4459,8/22/2019,18:22,Thursday,VAUGHAN MC STATION,TUO,3,6,S,YU,5856,Transportation Department - Other,8,18,2019
4460,8/22/2019,19:48,Thursday,KENNEDY BD STATION,MUIR,3,6,W,BD,5239,Injured or ill Customer (On Train) - Medical Aid Refused,8,19,2019
4461,8/22/2019,22:30,Thursday,DONLANDS STATION,SUDP,3,7,E,BD,5086,Disorderly Patron,8,22,2019
4462,8/23/2019,6:24,Friday,DONLANDS STATION,TUSUP,4,8,W,BD,5017,Supervisory Error,8,6,2019
