,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year,Time,Time_group
421,422,1/23/2019,8:16,Wednesday,KENNEDY SRT STATION,MRUIR,5,10,,SRT,3007,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
422,423,1/23/2019,8:18,Wednesday,LAWRENCE STATION,TUOS,3,5,N,YU,5531,Operator Overshot Platform,1,8,2019,8,b
423,424,1/23/2019,8:43,Wednesday,VAUGHAN MC STATION,EUAC,4,8,S,YU,5591,Air Conditioning,1,8,2019,8,b
424,425,1/23/2019,8:47,Wednesday,OSSINGTON STATION,MUIR,3,5,E,BD,5220,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
425,426,1/23/2019,8:52,Wednesday,HIGH PARK STATION,MUTD,3,5,E,BD,5024,Training Department Related Delays,1,8,2019,8,b
426,427,1/23/2019,8:54,Wednesday,BLOOR STATION,MUI,3,5,S,YU,5386,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
427,428,1/23/2019,9:13,Wednesday,HIGHWAY 407 STATION,TUCC,3,5,S,YU,5511,Transit Control Related Problems,1,9,2019,9,b
428,429,1/23/2019,9:26,Wednesday,HIGH PARK STATION,EUDO,4,6,E,BD,5368,Door Problems - Faulty Equipment,1,9,2019,9,b
429,430,1/23/2019,10:20,Wednesday,SHEPPARD STATION,MUI,16,19,S,YU,5691,Injured or ill Customer (On Train) - Transported,1,10,2019,10,c
430,431,1/23/2019,10:49,Wednesday,KIPLING STATION,MUTO,7,10,E,BD,5045,Misc. Transportation Other - Employee Non-Chargeable,1,10,2019,10,c
431,432,1/23/2019,10:54,Wednesday,SPADINA YUS STATION,TUDOE,16,20,N,YU,6116,Doors Open in Error,1,10,2019,10,c
432,433,1/23/2019,10:55,Wednesday,EGLINTON STATION,EUDO,7,10,N,YU,5866,Door Problems - Faulty Equipment,1,10,2019,10,c
433,434,1/23/2019,11:52,Wednesday,MCCOWAN STATION,MRTO,5,10,N,SRT,3004,Timeout,1,11,2019,11,c
434,435,1/23/2019,12:05,Wednesday,SHEPPARD WEST STATION,EUNT,7,10,N,YU,5831,Equipment - No Trouble Found,1,12,2019,12,c
435,436,1/23/2019,13:43,Wednesday,KIPLING STATION,MUSC,4,7,E,BD,5021,Miscellaneous Speed Control,1,13,2019,13,c
436,437,1/23/2019,14:51,Wednesday,SHERBOURNE STATION,SUDP,3,6,E,BD,5255,Disorderly Patron,1,14,2019,14,c
437,438,1/23/2019,15:07,Wednesday,DONLANDS STATION,EUAC,3,6,E,BD,5024,Air Conditioning,1,15,2019,15,c
438,439,1/23/2019,15:14,Wednesday,WILSON STATION,MUATC,4,7,S,YU,5941,ATC Project,1,15,2019,15,c
439,440,1/23/2019,15:16,Wednesday,KENNEDY SRT STATION,TRO,8,13,N,SRT,3026,Transportation Department - Other,1,15,2019,15,c
440,441,1/23/2019,16:27,Wednesday,COLLEGE STATION,SUDP,4,6,N,YU,5511,Disorderly Patron,1,16,2019,16,c
441,442,1/23/2019,16:33,Wednesday,VICTORIA PARK STATION,MUDD,6,9,W,BD,5036,Door Problems - Debris Related,1,16,2019,16,c
442,443,1/23/2019,16:34,Wednesday,KENNEDY SRT STATION,ERDO,3,8,N,SRT,3025,Door Problems - Faulty Equipment,1,16,2019,16,c
443,444,1/23/2019,16:43,Wednesday,WARDEN STATION,MUI,19,21,E,BD,5086,Injured or ill Customer (On Train) - Transported,1,16,2019,16,c
444,445,1/23/2019,17:09,Wednesday,WELLESLEY STATION,MUIR,4,6,N,YU,6091,Injured or ill Customer (On Train) - Medical Aid Refused,1,17,2019,17,d
445,446,1/23/2019,17:15,Wednesday,MUSEUM STATION,MUDD,8,10,N,YU,5761,Door Problems - Debris Related,1,17,2019,17,d
446,447,1/23/2019,17:36,Wednesday,SPADINA BD STATION,SUAP,11,13,W,BD,5195,Assault / Patron Involved,1,17,2019,17,d
447,448,1/23/2019,21:03,Wednesday,SHERBOURNE STATION,EUDO,4,7,E,BD,5211,Door Problems - Faulty Equipment,1,21,2019,21,e
448,449,1/23/2019,21:32,Wednesday,BLOOR STATION,SUAP,3,6,N,YU,5466,Assault / Patron Involved,1,21,2019,21,e
449,450,1/23/2019,22:50,Wednesday,DON MILLS STATION,PUMEL,5,10,W,SHP,6171,Escalator/Elevator Incident,1,22,2019,22,e
450,451,1/23/2019,23:12,Wednesday,KIPLING STATION,MUO,3,8,E,BD,5074,Miscellaneous Other,1,23,2019,23,e
451,452,1/24/2019,5:13,Thursday,MUSEUM STATION,PUTIJ,7,10,S,YU,6106,Insulated Joint Related Problem,1,5,2019,29,f
452,453,1/24/2019,5:45,Thursday,BLOOR STATION,PUTWZ,8,0,N,YU,5551,Work Zone Problems - Track,1,5,2019,29,f
453,454,1/24/2019,6:48,Thursday,WILSON STATION,PUSSW,7,9,N,YU,6061,Track Switch Failure - Signal Related Problem,1,6,2019,6,a
454,455,1/24/2019,7:36,Thursday,SHEPPARD WEST STATION,MUO,17,19,S,YU,6061,Miscellaneous Other,1,7,2019,7,b
455,456,1/24/2019,8:47,Thursday,ROSEDALE STATION,MUI,6,8,S,YU,5976,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
456,457,1/24/2019,8:56,Thursday,ROSEDALE STATION,MUIR,5,7,S,YU,6126,Injured or ill Customer (On Train) - Medical Aid Refused,1,8,2019,8,b
457,458,1/24/2019,8:57,Thursday,MUSEUM STATION,TUMVS,3,5,S,YU,5816,Operator Violated Signal,1,8,2019,8,b
458,459,1/24/2019,9:13,Thursday,SHEPPARD STATION,MUPAA,3,5,S,YU,6031,Passenger Assistance Alarm Activated - No Trouble Found,1,9,2019,9,b
459,460,1/24/2019,9:21,Thursday,MUSEUM STATION,MUIR,3,5,N,YU,5661,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2019,9,b
460,461,1/24/2019,9:29,Thursday,MUSEUM STATION,MUPAA,3,5,N,YU,5951,Passenger Assistance Alarm Activated - No Trouble Found,1,9,2019,9,b
461,462,1/24/2019,10:05,Thursday,CASTLE FRANK STATION,MUIR,4,7,W,BD,5325,Injured or ill Customer (On Train) - Medical Aid Refused,1,10,2019,10,c
462,463,1/24/2019,10:58,Thursday,ST GEORGE YUS STATION,MUDD,9,12,N,YU,5896,Door Problems - Debris Related,1,10,2019,10,c
463,464,1/24/2019,14:17,Thursday,KIPLING STATION,TUO,4,8,W,BD,5076,Transportation Department - Other,1,14,2019,14,c
464,465,1/24/2019,16:20,Thursday,FINCH STATION,TUNIP,3,6,S,YU,5476,Operator Not In Position,1,16,2019,16,c
465,466,1/24/2019,16:23,Thursday,KENNEDY BD STATION,EUDO,3,6,W,BD,5206,Door Problems - Faulty Equipment,1,16,2019,16,c
466,467,1/24/2019,16:48,Thursday,BAY STATION,MUPAA,3,5,E,BD,5371,Passenger Assistance Alarm Activated - No Trouble Found,1,16,2019,16,c
467,468,1/24/2019,16:51,Thursday,KENNEDY BD STATION,MUSAN,3,5,W,BD,5283,Unsanitary Vehicle,1,16,2019,16,c
468,469,1/24/2019,17:23,Thursday,KENNEDY BD STATION,SUDP,9,12,W,BD,5138,Disorderly Patron,1,17,2019,17,d
469,470,1/24/2019,17:48,Thursday,SHEPPARD WEST STATION,SUBT,23,25,S,YU,5591,Bomb Threat,1,17,2019,17,d
470,471,1/24/2019,17:58,Thursday,KIPLING STATION,MUI,3,5,W,BD,5140,Injured or ill Customer (On Train) - Transported,1,17,2019,17,d
471,472,1/24/2019,18:50,Thursday,COLLEGE STATION,MUI,11,13,N,YU,5431,Injured or ill Customer (On Train) - Transported,1,18,2019,18,d
472,473,1/24/2019,18:54,Thursday,SPADINA YUS STATION,SUDP,4,7,N,YU,5406,Disorderly Patron,1,18,2019,18,d
473,474,1/24/2019,20:10,Thursday,YONGE BD STATION,SUDP,11,14,W,BD,5293,Disorderly Patron,1,20,2019,20,e
474,475,1/24/2019,22:06,Thursday,VAUGHAN MC STATION,MUIR,4,9,N,YU,5821,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2019,22,e
475,476,1/24/2019,22:44,Thursday,KIPLING STATION,MUTO,5,10,E,BD,5293,Misc. Transportation Other - Employee Non-Chargeable,1,22,2019,22,e
476,477,1/24/2019,22:51,Thursday,UNION STATION,SUDP,4,9,N,YU,5896,Disorderly Patron,1,22,2019,22,e
477,478,1/24/2019,23:49,Thursday,KENNEDY BD STATION,MUSAN,3,8,W,BD,5035,Unsanitary Vehicle,1,23,2019,23,e
478,479,1/25/2019,1:46,Friday,DUPONT STATION,MUATC,5,10,N,YU,5511,ATC Project,1,1,2019,25,e
479,480,1/25/2019,7:18,Friday,FINCH STATION,SUDP,3,5,S,YU,5031,Disorderly Patron,1,7,2019,7,b
480,481,1/25/2019,7:51,Friday,YORKDALE STATION,MUATC,3,5,S,YU,5471,ATC Project,1,7,2019,7,b
481,482,1/25/2019,7:52,Friday,YONGE BD STATION,MUIR,3,5,E,BD,5237,Injured or ill Customer (On Train) - Medical Aid Refused,1,7,2019,7,b
482,483,1/25/2019,8:52,Friday,QUEEN STATION,EUDO,4,6,S,YU,5596,Door Problems - Faulty Equipment,1,8,2019,8,b
483,484,1/25/2019,9:24,Friday,JANE STATION,EUBK,10,12,W,BD,5142,Brakes,1,9,2019,9,b
484,485,1/25/2019,9:37,Friday,OLD MILL STATION,EUCD,3,5,W,BD,5142,Consequential Delay (2nd Delay Same Fault),1,9,2019,9,b
485,486,1/25/2019,10:03,Friday,WOODBINE STATION,MUPR1,109,112,W,BD,5103,Priority One - Train in Contact With Person,1,10,2019,10,c
486,487,1/25/2019,11:17,Friday,KEELE STATION,PUSIS,3,5,E,BD,5078,Signals Track Weather Related,1,11,2019,11,c
487,488,1/25/2019,11:53,Friday,EGLINTON STATION,MUPLB,10,13,N,YU,5951,Fire/Smoke Plan B - Source TTC,1,11,2019,11,c
488,489,1/25/2019,13:30,Friday,DAVISVILLE STATION,SUAP,3,6,S,YU,6106,Assault / Patron Involved,1,13,2019,13,c
489,490,1/25/2019,13:39,Friday,EGLINTON STATION,SUDP,4,7,N,YU,6031,Disorderly Patron,1,13,2019,13,c
490,491,1/25/2019,14:14,Friday,WELLESLEY STATION,MUI,14,17,S,YU,5611,Injured or ill Customer (On Train) - Transported,1,14,2019,14,c
491,492,1/25/2019,15:00,Friday,DUFFERIN STATION,MUIR,3,5,W,BD,5171,Injured or ill Customer (On Train) - Medical Aid Refused,1,15,2019,15,c
492,493,1/25/2019,15:07,Friday,MCCOWAN STATION,PRS,5,10,N,SRT,3012,VCC/RCIU/CCR,1,15,2019,15,c
493,494,1/25/2019,16:48,Friday,YORK MILLS STATION,MUPLB,10,12,S,YU,5536,Fire/Smoke Plan B - Source TTC,1,16,2019,16,c
494,495,1/25/2019,17:48,Friday,SHEPPARD WEST STATION,TUNIP,3,5,S,YU,5461,Operator Not In Position,1,17,2019,17,d
495,496,1/25/2019,17:58,Friday,SHEPPARD WEST STATION,TUNIP,3,5,S,YU,5806,Operator Not In Position,1,17,2019,17,d
496,497,1/25/2019,18:30,Friday,QUEEN'S PARK STATION,MUIS,4,6,N,YU,5941,Injured or ill Customer (In Station) - Transported,1,18,2019,18,d
497,498,1/25/2019,18:37,Friday,FINCH STATION,EUDO,3,5,S,YU,5841,Door Problems - Faulty Equipment,1,18,2019,18,d
498,499,1/25/2019,19:26,Friday,COXWELL STATION,MUIR,4,6,W,BD,5322,Injured or ill Customer (On Train) - Medical Aid Refused,1,19,2019,19,d
499,500,1/25/2019,20:09,Friday,WARDEN STATION,TUMVS,3,5,W,BD,5171,Operator Violated Signal,1,20,2019,20,e
500,501,1/25/2019,21:38,Friday,SHERBOURNE STATION,MUI,7,12,E,BD,5220,Injured or ill Customer (On Train) - Transported,1,21,2019,21,e
501,502,1/25/2019,23:41,Friday,SUMMERHILL STATION,MUI,13,18,N,YU,6136,Injured or ill Customer (On Train) - Transported,1,23,2019,23,e
502,503,1/26/2019,5:53,Saturday,GREENWOOD STATION,EUBK,10,14,E,BD,5059,Brakes,1,5,2019,29,f
503,504,1/26/2019,6:57,Saturday,CHRISTIE STATION,SUAP,5,10,E,BD,5140,Assault / Patron Involved,1,6,2019,6,a
504,505,1/26/2019,7:43,Saturday,ST CLAIR STATION,SUO,5,10,S,YU,5576,Passenger Other,1,7,2019,7,b
505,506,1/26/2019,9:28,Saturday,KENNEDY BD STATION,PUSTS,3,7,E,BD,5006,Signals - Train Stops,1,9,2019,9,b
506,507,1/26/2019,12:15,Saturday,KIPLING STATION,MUTO,5,10,W,BD,5335,Misc. Transportation Other - Employee Non-Chargeable,1,12,2019,12,c
507,508,1/26/2019,12:32,Saturday,KENNEDY BD STATION,SUDP,4,9,W,BD,5312,Disorderly Patron,1,12,2019,12,c
508,509,1/26/2019,13:40,Saturday,OLD MILL STATION,MUI,30,35,E,BD,5078,Injured or ill Customer (On Train) - Transported,1,13,2019,13,c
509,510,1/26/2019,14:50,Saturday,YORK MILLS STATION,PUSTS,3,6,S,YU,6066,Signals - Train Stops,1,14,2019,14,c
510,511,1/26/2019,15:33,Saturday,WOODBINE STATION,EUDO,4,8,W,BD,5022,Door Problems - Faulty Equipment,1,15,2019,15,c
511,512,1/26/2019,17:02,Saturday,VICTORIA PARK STATION,SUDP,19,23,E,BD,5006,Disorderly Patron,1,17,2019,17,d
512,513,1/26/2019,17:19,Saturday,ROYAL YORK STATION,SUDP,4,8,E,BD,5219,Disorderly Patron,1,17,2019,17,d
513,514,1/26/2019,18:05,Saturday,ST PATRICK STATION,MUD,5,8,S,YU,5506,Door Problems - Passenger Related,1,18,2019,18,d
514,515,1/26/2019,18:52,Saturday,COXWELL STATION,EUTR,4,8,W,BD,5195,Trucks,1,18,2019,18,d
515,516,1/26/2019,18:58,Saturday,FINCH STATION,MUTO,11,14,S,YU,5841,Misc. Transportation Other - Employee Non-Chargeable,1,18,2019,18,d
516,517,1/26/2019,19:35,Saturday,EGLINTON WEST STATION,SUDP,8,13,N,YU,5771,Disorderly Patron,1,19,2019,19,d
517,518,1/26/2019,21:30,Saturday,WOODBINE STATION,SUDP,4,9,E,BD,5325,Disorderly Patron,1,21,2019,21,e
518,519,1/27/2019,0:57,Sunday,VAUGHAN MC STATION,MUI,5,10,N,YU,5706,Injured or ill Customer (On Train) - Transported,1,0,2019,24,e
519,520,1/27/2019,8:11,Sunday,SHEPPARD WEST STATION,PUSSW,5,10,N,YU,5461,Track Switch Failure - Signal Related Problem,1,8,2019,8,b
520,521,1/27/2019,8:32,Sunday,GREENWOOD STATION,MUDD,4,8,E,BD,5071,Door Problems - Debris Related,1,8,2019,8,b
521,522,1/27/2019,9:27,Sunday,ISLINGTON STATION,EUNT,5,10,W,BD,5331,Equipment - No Trouble Found,1,9,2019,9,b
522,523,1/27/2019,10:02,Sunday,EGLINTON STATION,PUSIS,3,8,N,YU,5906,Signals Track Weather Related,1,10,2019,10,c
523,524,1/27/2019,10:12,Sunday,DUPONT STATION,MUATC,8,13,N,YU,5486,ATC Project,1,10,2019,10,c
524,525,1/27/2019,12:46,Sunday,MIDLAND STATION,ERDO,4,10,N,SRT,3017,Door Problems - Faulty Equipment,1,12,2019,12,c
525,526,1/27/2019,13:06,Sunday,COXWELL STATION,MUWR,4,8,E,BD,5356,Work Refusal,1,13,2019,13,c
526,527,1/27/2019,13:14,Sunday,SHEPPARD WEST STATION,TUNOA,6,11,N,YU,5731,No Operator Immediately Available ,1,13,2019,13,c
527,528,1/27/2019,13:53,Sunday,ST GEORGE YUS STATION,MUI,5,9,N,YU,5521,Injured or ill Customer (On Train) - Transported,1,13,2019,13,c
528,529,1/27/2019,14:06,Sunday,WOODBINE STATION,SUDP,5,9,E,BD,5140,Disorderly Patron,1,14,2019,14,c
529,530,1/27/2019,14:59,Sunday,DAVISVILLE STATION,PUSIS,5,9,S,YU,5956,Signals Track Weather Related,1,14,2019,14,c
530,531,1/27/2019,15:53,Sunday,DAVISVILLE STATION,PUSIS,9,13,N,YU,5991,Signals Track Weather Related,1,15,2019,15,c
531,532,1/27/2019,17:38,Sunday,ST GEORGE YUS STATION,MUPAA,4,8,N,YU,5801,Passenger Assistance Alarm Activated - No Trouble Found,1,17,2019,17,d
532,533,1/27/2019,18:08,Sunday,WILSON STATION,MUATC,6,10,S,YU,5981,ATC Project,1,18,2019,18,d
533,534,1/27/2019,18:48,Sunday,QUEEN'S PARK STATION,SUDP,5,9,N,YU,5901,Disorderly Patron,1,18,2019,18,d
534,535,1/27/2019,19:31,Sunday,DAVISVILLE STATION,PUSIS,5,10,S,YU,6011,Signals Track Weather Related,1,19,2019,19,d
535,536,1/27/2019,19:38,Sunday,WARDEN STATION,PUSIS,5,9,E,BD,5086,Signals Track Weather Related,1,19,2019,19,d
536,537,1/27/2019,20:04,Sunday,DAVISVILLE STATION,PUSIS,5,10,N,YU,5871,Signals Track Weather Related,1,20,2019,20,e
537,538,1/27/2019,20:16,Sunday,DAVISVILLE STATION,PUSIS,8,13,S,YU,5641,Signals Track Weather Related,1,20,2019,20,e
538,539,1/27/2019,22:27,Sunday,WELLESLEY STATION,MUIR,6,11,N,YU,5931,Injured or ill Customer (On Train) - Medical Aid Refused,1,22,2019,22,e
539,540,1/27/2019,22:59,Sunday,WILSON STATION,EUME,5,10,N,YU,5541,RC&S Maintenance Error - (Human),1,22,2019,22,e
540,541,1/28/2019,0:11,Monday,ROYAL YORK STATION,SUDP,4,8,E,BD,5014,Disorderly Patron,1,0,2019,24,e
541,542,1/28/2019,5:55,Monday,ELLESMERE STATION,ERDB,5,10,S,SRT,3026,Disc Brakes,1,5,2019,29,f
542,543,1/28/2019,6:22,Monday,FINCH WEST STATION,MUD,3,7,N,YU,6116,Door Problems - Passenger Related,1,6,2019,6,a
543,544,1/28/2019,6:27,Monday,MCCOWAN STATION,ERTC,4,9,S,SRT,3022,Train Control - VOBC,1,6,2019,6,a
544,545,1/28/2019,6:50,Monday,MIDLAND STATION,MRWEA,4,9,N,SRT,3017,Weather Reports / Related Delays,1,6,2019,6,a
545,546,1/28/2019,7:14,Monday,KENNEDY BD STATION,MUSC,3,5,W,BD,5060,Miscellaneous Speed Control,1,7,2019,7,b
546,547,1/28/2019,8:05,Monday,LAWRENCE STATION,MUI,4,6,S,YU,5091,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
547,548,1/28/2019,8:13,Monday,COXWELL STATION,SUO,5,7,W,BD,5300,Passenger Other,1,8,2019,8,b
548,549,1/28/2019,10:07,Monday,ROSEDALE STATION,PUTTC,4,7,N,YU,5416,Track Circuit Problems - Re: Defective Bolts/Bonding,1,10,2019,10,c
549,550,1/28/2019,11:40,Monday,KENNEDY BD STATION,PUSI,3,6,W,BD,5058,Signals or Related Components Failure ,1,11,2019,11,c
550,551,1/28/2019,11:48,Monday,EGLINTON STATION,PUSTS,4,7,S,YU,0,Signals - Train Stops,1,11,2019,11,c
551,552,1/28/2019,14:31,Monday,DAVISVILLE STATION,PUSIS,6,9,N,YU,6066,Signals Track Weather Related,1,14,2019,14,c
552,553,1/28/2019,14:58,Monday,KENNEDY BD STATION,EUBK,3,5,E,BD,5067,Brakes,1,14,2019,14,c
553,554,1/28/2019,15:04,Monday,MCCOWAN STATION,ERVE,5,10,S,SRT,3007,Vehicle,1,15,2019,15,c
554,555,1/28/2019,16:12,Monday,BAY STATION,EUDO,3,5,W,BD,5204,Door Problems - Faulty Equipment,1,16,2019,16,c
555,556,1/28/2019,16:14,Monday,WILSON STATION,TUNOA,3,5,S,YU,5406,No Operator Immediately Available ,1,16,2019,16,c
556,557,1/28/2019,16:16,Monday,ISLINGTON STATION,PUSIS,3,7,W,BD,5166,Signals Track Weather Related,1,16,2019,16,c
557,558,1/28/2019,17:12,Monday,ISLINGTON STATION,PUSIS,5,7,W,BD,5322,Signals Track Weather Related,1,17,2019,17,d
558,559,1/28/2019,17:22,Monday,EGLINTON STATION,PUSIS,7,9,S,YU,5936,Signals Track Weather Related,1,17,2019,17,d
559,560,1/28/2019,18:37,Monday,ST GEORGE YUS STATION,MUIR,4,6,S,YU,5621,Injured or ill Customer (On Train) - Medical Aid Refused,1,18,2019,18,d
560,561,1/28/2019,19:34,Monday,DUNDAS STATION,SUO,19,24,S,YU,0,Passenger Other,1,19,2019,19,d
561,562,1/28/2019,19:50,Monday,DAVISVILLE STATION,PUSIS,4,7,S,YU,5471,Signals Track Weather Related,1,19,2019,19,d
562,563,1/28/2019,20:42,Monday,ISLINGTON STATION,PUSIS,5,8,E,BD,5359,Signals Track Weather Related,1,20,2019,20,e
563,564,1/28/2019,20:44,Monday,OLD MILL STATION,TUOS,5,8,E,BD,5004,Operator Overshot Platform,1,20,2019,20,e
564,565,1/29/2019,5:46,Tuesday,VICTORIA PARK STATION,MUWEA,174,178,W,BD,5082,Weather Reports / Related Delays,1,5,2019,29,f
565,566,1/29/2019,6:03,Tuesday,PAPE STATION,PUTTC,4,8,W,BD,5366,Track Circuit Problems - Re: Defective Bolts/Bonding,1,6,2019,6,a
566,567,1/29/2019,6:53,Tuesday,SHEPPARD STATION,MUSC,3,8,S,YU,6061,Miscellaneous Speed Control,1,6,2019,6,a
567,568,1/29/2019,7:48,Tuesday,COXWELL STATION,MUTO,3,5,W,BD,5060,Misc. Transportation Other - Employee Non-Chargeable,1,7,2019,7,b
568,569,1/29/2019,10:18,Tuesday,KENNEDY BD STATION,PUSNT,4,8,W,BD,5352,Signal Problem - No Trouble,1,10,2019,10,c
569,570,1/29/2019,11:31,Tuesday,DAVISVILLE STATION,PUTIS,3,6,S,YU,5971,Ice / Snow Related Problems,1,11,2019,11,c
570,571,1/29/2019,14:27,Tuesday,YONGE BD STATION,EUDO,5,8,W,BD,5246,Door Problems - Faulty Equipment,1,14,2019,14,c
571,572,1/29/2019,15:59,Tuesday,ST CLAIR STATION,TUOS,3,5,S,YU,5436,Operator Overshot Platform,1,15,2019,15,c
572,573,1/29/2019,16:03,Tuesday,UNION STATION,MUI,13,15,N,YU,5641,Injured or ill Customer (On Train) - Transported,1,16,2019,16,c
573,574,1/29/2019,16:07,Tuesday,DONLANDS STATION,MUWEA,3,5,W,BD,5183,Weather Reports / Related Delays,1,16,2019,16,c
574,575,1/29/2019,16:48,Tuesday,KENNEDY BD STATION,PUSIS,3,5,W,BD,5283,Signals Track Weather Related,1,16,2019,16,c
575,576,1/29/2019,17:44,Tuesday,YONGE SHP STATION,EUOE,5,10,W,SHP,6171,Rail Cars & Shops Opr. Error,1,17,2019,17,d
576,577,1/29/2019,18:00,Tuesday,FINCH WEST STATION,MUATC,6,8,E,YU,5556,ATC Project,1,18,2019,18,d
577,578,1/29/2019,18:28,Tuesday,WARDEN STATION,PUSIS,3,6,W,BD,5289,Signals Track Weather Related,1,18,2019,18,d
578,579,1/29/2019,18:35,Tuesday,MUSEUM STATION,MUIR,7,9,N,YU,5831,Injured or ill Customer (On Train) - Medical Aid Refused,1,18,2019,18,d
579,580,1/29/2019,19:39,Tuesday,EGLINTON STATION,PUSIS,5,7,N,YU,5621,Signals Track Weather Related,1,19,2019,19,d
580,581,1/29/2019,20:05,Tuesday,KENNEDY BD STATION,EUAC,3,6,W,BD,5001,Air Conditioning,1,20,2019,20,e
581,582,1/29/2019,20:34,Tuesday,LAWRENCE WEST STATION,SUO,3,7,S,YU,5586,Passenger Other,1,20,2019,20,e
582,583,1/29/2019,20:55,Tuesday,KENNEDY BD STATION,EUTR,4,8,W,BD,5175,Trucks,1,20,2019,20,e
583,584,1/29/2019,23:39,Tuesday,MAIN STREET STATION,MUPAA,3,7,W,BD,5325,Passenger Assistance Alarm Activated - No Trouble Found,1,23,2019,23,e
584,585,1/29/2019,23:47,Tuesday,COXWELL STATION,MUI,3,7,W,BD,5325,Injured or ill Customer (On Train) - Transported,1,23,2019,23,e
585,586,1/30/2019,1:45,Wednesday,EGLINTON STATION,PUTIS,4,8,N,YU,5586,Ice / Snow Related Problems,1,1,2019,25,e
586,587,1/30/2019,6:18,Wednesday,KENNEDY BD STATION,EUAC,3,6,W,BD,5104,Air Conditioning,1,6,2019,6,a
587,588,1/30/2019,6:24,Wednesday,KENNEDY SRT STATION,MRTO,3,8,N,SRT,3006,Timeout,1,6,2019,6,a
588,589,1/30/2019,7:26,Wednesday,LAWRENCE EAST STATION,MRTO,3,8,N,SRT,3019,Timeout,1,7,2019,7,b
589,590,1/30/2019,7:46,Wednesday,ST CLAIR STATION,PUTIS,5,7,N,YU,5716,Ice / Snow Related Problems,1,7,2019,7,b
590,591,1/30/2019,8:26,Wednesday,ST ANDREW STATION,TUMVS,4,6,S,YU,6406,Operator Violated Signal,1,8,2019,8,b
591,592,1/30/2019,8:28,Wednesday,KENNEDY BD STATION,EUAC,3,6,E,BD,5221,Air Conditioning,1,8,2019,8,b
592,593,1/30/2019,8:36,Wednesday,BROADVIEW STATION,MUI,4,6,W,BD,5227,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
593,594,1/30/2019,8:55,Wednesday,LANSDOWNE STATION,EUAC,3,5,E,BD,5001,Air Conditioning,1,8,2019,8,b
594,595,1/30/2019,8:56,Wednesday,CASTLE FRANK STATION,MUI,3,5,W,BD,5274,Injured or ill Customer (On Train) - Transported,1,8,2019,8,b
595,596,1/30/2019,8:58,Wednesday,BLOOR STATION,MUPAA,3,5,S,YU,5471,Passenger Assistance Alarm Activated - No Trouble Found,1,8,2019,8,b
596,597,1/30/2019,9:03,Wednesday,ST ANDREW STATION,TUMVS,4,6,S,YU,6001,Operator Violated Signal,1,9,2019,9,b
597,598,1/30/2019,9:04,Wednesday,ROSEDALE STATION,MUIR,6,8,N,YU,5681,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2019,9,b
598,599,1/30/2019,9:12,Wednesday,LAWRENCE EAST STATION,ERDO,5,10,S,SRT,3016,Door Problems - Faulty Equipment,1,9,2019,9,b
599,600,1/30/2019,9:22,Wednesday,LAWRENCE STATION,MUIR,3,5,S,YU,5736,Injured or ill Customer (On Train) - Medical Aid Refused,1,9,2019,9,b
600,601,1/30/2019,10:17,Wednesday,DAVISVILLE STATION,PUTIS,5,7,S,YU,6031,Ice / Snow Related Problems,1,10,2019,10,c
601,602,1/30/2019,11:04,Wednesday,MCCOWAN STATION,ERAC,5,10,N,SRT,3017,Air Conditioning,1,11,2019,11,c
602,603,1/30/2019,11:53,Wednesday,DAVISVILLE STATION,PUTIS,3,6,N,YU,5731,Ice / Snow Related Problems,1,11,2019,11,c
603,604,1/30/2019,12:49,Wednesday,DUPONT STATION,TUATC,7,10,N,YU,5496,ATC Operator Related,1,12,2019,12,c
604,605,1/30/2019,13:55,Wednesday,OSSINGTON STATION,MUI,11,14,E,BD,5365,Injured or ill Customer (On Train) - Transported,1,13,2019,13,c
605,606,1/30/2019,14:52,Wednesday,FINCH STATION,TUNIP,4,7,S,YU,5831,Operator Not In Position,1,14,2019,14,c
606,607,1/30/2019,14:56,Wednesday,CHESTER STATION,MUI,13,15,W,BD,5204,Injured or ill Customer (On Train) - Transported,1,14,2019,14,c
607,608,1/30/2019,15:16,Wednesday,SCARB CTR STATION,ERDO,6,12,S,SRT,3019,Door Problems - Faulty Equipment,1,15,2019,15,c
608,609,1/30/2019,15:23,Wednesday,MCCOWAN STATION,MRTO,6,12,N,SRT,3007,Timeout,1,15,2019,15,c
609,610,1/30/2019,15:53,Wednesday,WILSON STATION,PUSSW,16,19,S,YU,6111,Track Switch Failure - Signal Related Problem,1,15,2019,15,c
610,611,1/30/2019,15:56,Wednesday,WILSON STATION,PUSSW,8,11,S,YU,6136,Track Switch Failure - Signal Related Problem,1,15,2019,15,c
611,612,1/30/2019,16:20,Wednesday,ST CLAIR STATION,TUOS,7,9,S,YU,5816,Operator Overshot Platform,1,16,2019,16,c
