,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,month_number,hour,year,Time,Time_group
3109,3110,6/12/2019,17:05,Wednesday,COLLEGE STATION,MUI,10,12,N,YU,5496,Injured or ill Customer (On Train) - Transported,6,17,2019,17,d
3110,3111,6/12/2019,19:50,Wednesday,SHEPPARD WEST STATION,MUATC,4,7,S,YU,5681,ATC Project,6,19,2019,19,d
3112,3113,6/12/2019,22:31,Wednesday,WILSON STATION,MUATC,5,10,S,YU,0,ATC Project,6,22,2019,22,e
3113,3114,6/12/2019,23:18,Wednesday,LAWRENCE WEST STATION,PUEWZ,7,12,N,YU,5816,,6,23,2019,23,e
3116,3117,6/13/2019,6:13,Thursday,ST CLAIR STATION,PUTDN,11,15,S,YU,5736,,6,6,2019,6,a
3117,3118,6/13/2019,6:39,Thursday,SHEPPARD WEST STATION,MUATC,4,8,N,YU,5921,ATC Project,6,6,2019,6,a
3119,3120,6/13/2019,7:49,Thursday,FINCH STATION,TUNIP,3,5,S,YU,5896,Operator Not In Position,6,7,2019,7,b
3120,3121,6/13/2019,8:23,Thursday,FINCH STATION,TUO,3,5,N,YU,5756,Transportation Department - Other,6,8,2019,8,b
3123,3124,6/13/2019,13:07,Thursday,LAWRENCE WEST STATION,SUDP,4,7,N,YU,5386,Disorderly Patron,6,13,2019,13,c
3127,3128,6/13/2019,16:32,Thursday,DAVISVILLE STATION,SUDP,3,5,N,YU,5781,Disorderly Patron,6,16,2019,16,c
3128,3129,6/13/2019,18:03,Thursday,LAWRENCE WEST STATION,MUIR,4,6,N,YU,5906,Injured or ill Customer (On Train) - Medical Aid Refused,6,18,2019,18,d
3131,3132,6/13/2019,20:14,Thursday,SPADINA YUS STATION,MUPR1,105,108,N,YU,5511,Priority One - Train in Contact With Person,6,20,2019,20,e
3134,3135,6/14/2019,5:49,Friday,WILSON STATION,PUTO,5,0,S,YU,5606,T&S Other,6,5,2019,29,f
3135,3136,6/14/2019,6:24,Friday,SHEPPARD WEST STATION,TUO,3,7,N,YU,5676,Transportation Department - Other,6,6,2019,6,a
3136,3137,6/14/2019,6:32,Friday,ST PATRICK STATION,MUSC,3,5,S,YU,5976,Miscellaneous Speed Control,6,6,2019,6,a
3138,3139,6/14/2019,8:38,Friday,LAWRENCE WEST STATION,MUATC,3,5,S,YU,5631,ATC Project,6,8,2019,8,b
3139,3140,6/14/2019,9:32,Friday,BLOOR STATION,MUIR,3,5,N,YU,6006,Injured or ill Customer (On Train) - Medical Aid Refused,6,9,2019,9,b
3141,3142,6/14/2019,12:44,Friday,EGLINTON STATION,MUTO,8,11,N,YU,5546,Misc. Transportation Other - Employee Non-Chargeable,6,12,2019,12,c
3142,3143,6/14/2019,13:14,Friday,DOWNSVIEW PARK STATION,MUPAA,5,8,N,YU,5476,Passenger Assistance Alarm Activated - No Trouble Found,6,13,2019,13,c
3145,3146,6/14/2019,14:24,Friday,SHEPPARD STATION,SUDP,3,6,S,YU,5786,Disorderly Patron,6,14,2019,14,c
3146,3147,6/14/2019,14:57,Friday,SHEPPARD WEST STATION,MUTO,3,6,S,YU,5681,Misc. Transportation Other - Employee Non-Chargeable,6,14,2019,14,c
3148,3149,6/14/2019,21:59,Friday,VAUGHAN MC STATION,MUTO,5,10,S,YU,5586,Misc. Transportation Other - Employee Non-Chargeable,6,21,2019,21,e
3150,3151,6/14/2019,23:08,Friday,OSGOODE STATION,SUDP,3,8,S,YU,6006,Disorderly Patron,6,23,2019,23,e
3151,3152,6/14/2019,23:39,Friday,ST CLAIR WEST STATION,SUDP,9,14,N,YU,6091,Disorderly Patron,6,23,2019,23,e
3152,3153,6/15/2019,5:53,Saturday,SHEPPARD WEST STATION,MUATC,7,0,N,YU,6076,ATC Project,6,5,2019,29,f
3153,3154,6/15/2019,7:27,Saturday,FINCH STATION,MUSC,3,8,S,YU,6076,Miscellaneous Speed Control,6,7,2019,7,b
3155,3156,6/15/2019,11:55,Saturday,VAUGHAN MC STATION,TUO,3,6,S,YU,5746,Transportation Department - Other,6,11,2019,11,c
3158,3159,6/15/2019,17:27,Saturday,VAUGHAN MC STATION,MUTO,4,7,S,YU,5401,Misc. Transportation Other - Employee Non-Chargeable,6,17,2019,17,d
3160,3161,6/15/2019,19:46,Saturday,ST CLAIR WEST STATION,SUDP,3,8,S,YU,5896,Disorderly Patron,6,19,2019,19,d
3161,3162,6/15/2019,20:28,Saturday,FINCH STATION,TUSUP,9,14,N,YU,5691,Supervisory Error,6,20,2019,20,e
3162,3163,6/15/2019,20:30,Saturday,EGLINTON STATION,EUBO,4,8,S,YU,5851,Body,6,20,2019,20,e
3163,3164,6/15/2019,21:56,Saturday,VAUGHAN MC STATION,TUNIP,6,11,S,YU,5896,Operator Not In Position,6,21,2019,21,e
3166,3167,6/15/2019,22:20,Saturday,VAUGHAN MC STATION,TUO,5,10,S,YU,5536,Transportation Department - Other,6,22,2019,22,e
3167,3168,6/15/2019,22:39,Saturday,FINCH STATION,TUNIP,5,10,S,YU,5481,Operator Not In Position,6,22,2019,22,e
3168,3169,6/15/2019,22:54,Saturday,NORTH YORK CTR STATION,MUO,3,8,S,YU,5541,Miscellaneous Other,6,22,2019,22,e
3169,3170,6/16/2019,0:12,Sunday,BLOOR STATION,EUDO,4,9,S,YU,5531,Door Problems - Faulty Equipment,6,0,2019,24,e
3170,3171,6/16/2019,0:19,Sunday,DUNDAS STATION,EUCD,9,14,S,YU,5531,Consequential Delay (2nd Delay Same Fault),6,0,2019,24,e
3171,3172,6/16/2019,0:26,Sunday,ST ANDREW STATION,TUOS,3,8,S,YU,5461,Operator Overshot Platform,6,0,2019,24,e
3172,3173,6/16/2019,1:33,Sunday,HIGHWAY 407 STATION,MUATC,5,10,S,YU,5416,ATC Project,6,1,2019,25,e
3175,3176,6/16/2019,12:29,Sunday,FINCH STATION,EUBK,4,7,S,YU,5606,Brakes,6,12,2019,12,c
3179,3180,6/16/2019,17:31,Sunday,ST PATRICK STATION,MUATC,12,17,N,YU,5816,ATC Project,6,17,2019,17,d
3181,3182,6/16/2019,19:41,Sunday,FINCH STATION,MUSC,3,8,S,YU,5816,Miscellaneous Speed Control,6,19,2019,19,d
3182,3183,6/16/2019,22:20,Sunday,DUNDAS STATION,MUPAA,4,9,N,YU,5661,Passenger Assistance Alarm Activated - No Trouble Found,6,22,2019,22,e
3187,3188,6/17/2019,8:06,Monday,ST CLAIR STATION,SUO,3,5,S,YU,6081,Passenger Other,6,8,2019,8,b
3188,3189,6/17/2019,10:40,Monday,PIONEER VILLAGE STATIO,MUATC,7,10,S,YU,5711,ATC Project,6,10,2019,10,c
3190,3191,6/17/2019,11:54,Monday,WELLESLEY STATION,SUO,5,8,S,YU,5816,Passenger Other,6,11,2019,11,c
3191,3192,6/17/2019,12:03,Monday,LAWRENCE STATION,EUTRD,3,6,S,YU,5791,TR Cab Doors,6,12,2019,12,c
3193,3194,6/17/2019,14:25,Monday,WILSON STATION,MUPLB,4,7,S,YU,6031,Fire/Smoke Plan B - Source TTC,6,14,2019,14,c
3194,3195,6/17/2019,15:05,Monday,ST GEORGE YUS STATION,MUPAA,3,6,N,YU,5596,Passenger Assistance Alarm Activated - No Trouble Found,6,15,2019,15,c
3195,3196,6/17/2019,16:03,Monday,COLLEGE STATION,MUPAA,4,6,N,YU,5781,Passenger Assistance Alarm Activated - No Trouble Found,6,16,2019,16,c
3196,3197,6/17/2019,16:27,Monday,DAVISVILLE STATION,MUO,7,9,N,YU,5456,Miscellaneous Other,6,16,2019,16,c
3198,3199,6/17/2019,17:59,Monday,SHEPPARD STATION,MUIR,4,6,N,YU,5441,Injured or ill Customer (On Train) - Medical Aid Refused,6,17,2019,17,d
3200,3201,6/17/2019,19:55,Monday,VAUGHAN MC STATION,TUSUP,5,8,N,YU,5921,Supervisory Error,6,19,2019,19,d
3201,3202,6/17/2019,19:58,Monday,DAVISVILLE STATION,SUDP,4,7,N,YU,5911,Disorderly Patron,6,19,2019,19,d
3202,3203,6/17/2019,20:05,Monday,YORK MILLS STATION,SUDP,4,6,S,YU,6091,Disorderly Patron,6,20,2019,20,e
3204,3205,6/17/2019,21:58,Monday,LAWRENCE STATION,EUDO,4,9,N,YU,5691,Door Problems - Faulty Equipment,6,21,2019,21,e
3205,3206,6/17/2019,23:04,Monday,BLOOR STATION,MUIR,3,8,N,YU,5586,Injured or ill Customer (On Train) - Medical Aid Refused,6,23,2019,23,e
3208,3209,6/17/2019,23:41,Monday,EGLINTON WEST STATION,SUDP,9,14,N,YU,5991,Disorderly Patron,6,23,2019,23,e
3211,3212,6/18/2019,8:31,Tuesday,EGLINTON STATION,MUIR,3,5,S,YU,5786,Injured or ill Customer (On Train) - Medical Aid Refused,6,8,2019,8,b
3215,3216,6/18/2019,13:40,Tuesday,WELLESLEY STATION,TUS,3,6,N,YU,5751,Crew Unable to Maintain Schedule,6,13,2019,13,c
3216,3217,6/18/2019,14:49,Tuesday,WILSON STATION,MUTO,3,6,S,YU,6121,Misc. Transportation Other - Employee Non-Chargeable,6,14,2019,14,c
3218,3219,6/18/2019,15:46,Tuesday,SHEPPARD WEST STATION,EUBO,3,6,S,YU,5911,Body,6,15,2019,15,c
3219,3220,6/18/2019,16:12,Tuesday,WILSON STATION,PUTIJ,3,5,S,YU,0,Insulated Joint Related Problem,6,16,2019,16,c
3220,3221,6/18/2019,16:56,Tuesday,ST PATRICK STATION,TUSC,3,5,S,YU,5731,Operator Overspeeding,6,16,2019,16,c
3221,3222,6/18/2019,17:01,Tuesday,EGLINTON STATION,MUIR,6,8,N,YU,5381,Injured or ill Customer (On Train) - Medical Aid Refused,6,17,2019,17,d
3222,3223,6/18/2019,17:39,Tuesday,VAUGHAN MC STATION,TUNIP,4,7,S,YU,5656,Operator Not In Position,6,17,2019,17,d
3223,3224,6/18/2019,17:59,Tuesday,ST CLAIR WEST STATION,SUDP,3,5,N,YU,5581,Disorderly Patron,6,17,2019,17,d
3224,3225,6/18/2019,18:06,Tuesday,SPADINA YUS STATION,MUSC,3,5,N,YU,5386,Miscellaneous Speed Control,6,18,2019,18,d
3225,3226,6/18/2019,19:47,Tuesday,SHEPPARD STATION,EUDO,4,6,N,YU,5456,Door Problems - Faulty Equipment,6,19,2019,19,d
3226,3227,6/18/2019,23:35,Tuesday,SHEPPARD STATION,SUEAS,8,13,N,YU,5656,Emergency Alarm Station Activation,6,23,2019,23,e
3227,3228,6/19/2019,5:27,Wednesday,FINCH STATION,EUBO,6,10,S,YU,5641,Body,6,5,2019,29,f
3228,3229,6/19/2019,5:36,Wednesday,DAVISVILLE STATION,EUYRD,5,10,S,YU,6036,Yard/Carhouse Related Problems,6,5,2019,29,f
3233,3234,6/19/2019,8:31,Wednesday,ST CLAIR STATION,MUI,8,10,N,YU,5906,Injured or ill Customer (On Train) - Transported,6,8,2019,8,b
3234,3235,6/19/2019,8:59,Wednesday,UNION STATION,MUTO,4,6,N,YU,5446,Misc. Transportation Other - Employee Non-Chargeable,6,8,2019,8,b
3236,3237,6/19/2019,10:20,Wednesday,ST CLAIR STATION,EUTL,9,11,S,YU,5841,Trainline System,6,10,2019,10,c
3237,3238,6/19/2019,10:43,Wednesday,KING STATION,EUCD,3,5,S,YU,5841,Consequential Delay (2nd Delay Same Fault),6,10,2019,10,c
3238,3239,6/19/2019,12:59,Wednesday,FINCH WEST STATION,EUATC,11,14,S,YU,5686,ATC RC&S Equipment,6,12,2019,12,c
3239,3240,6/19/2019,13:57,Wednesday,NORTH YORK CTR STATION,EUBK,10,13,S,YU,5666,Brakes,6,13,2019,13,c
3240,3241,6/19/2019,14:48,Wednesday,SHEPPARD WEST STATION,MUTO,3,6,S,YU,5676,Misc. Transportation Other - Employee Non-Chargeable,6,14,2019,14,c
3241,3242,6/19/2019,14:53,Wednesday,VAUGHAN MC STATION,MUATC,3,6,S,YU,5521,ATC Project,6,14,2019,14,c
3243,3244,6/19/2019,15:33,Wednesday,WILSON STATION,EUCD,3,6,N,YU,5666,Consequential Delay (2nd Delay Same Fault),6,15,2019,15,c
3244,3245,6/19/2019,16:42,Wednesday,BLOOR STATION,EUBK,3,5,N,YU,5891,Brakes,6,16,2019,16,c
3247,3248,6/19/2019,17:48,Wednesday,FINCH STATION,EUDO,3,5,S,YU,5476,Door Problems - Faulty Equipment,6,17,2019,17,d
3251,3252,6/20/2019,5:53,Thursday,SHEPPARD STATION,MUPAA,3,7,N,YU,5466,Passenger Assistance Alarm Activated - No Trouble Found,6,5,2019,29,f
3252,3253,6/20/2019,7:19,Thursday,WILSON STATION,MUATC,3,5,S,YU,5506,ATC Project,6,7,2019,7,b
3253,3254,6/20/2019,7:53,Thursday,ST PATRICK STATION,EUSC,4,6,S,YU,5726,Speed Control Equipment  ,6,7,2019,7,b
3254,3255,6/20/2019,10:10,Thursday,ST ANDREW STATION,TUMVS,3,5,N,YU,5676,Operator Violated Signal,6,10,2019,10,c
3257,3258,6/20/2019,17:56,Thursday,ST PATRICK STATION,EUSC,30,32,S,YU,5726,Speed Control Equipment  ,6,17,2019,17,d
3259,3260,6/20/2019,18:31,Thursday,LAWRENCE WEST STATION,SUEAS,10,12,S,YU,5506,Emergency Alarm Station Activation,6,18,2019,18,d
3260,3261,6/20/2019,18:50,Thursday,DUNDAS STATION,MUI,15,17,S,YU,5516,Injured or ill Customer (On Train) - Transported,6,18,2019,18,d
3261,3262,6/20/2019,19:09,Thursday,WELLESLEY STATION,EUSC,3,5,N,YU,5731,Speed Control Equipment  ,6,19,2019,19,d
3263,3264,6/20/2019,20:04,Thursday,LAWRENCE STATION,MUD,4,6,N,YU,5401,Door Problems - Passenger Related,6,20,2019,20,e
3264,3265,6/20/2019,20:18,Thursday,ST PATRICK STATION,TUATC,5,8,N,YU,6121,ATC Operator Related,6,20,2019,20,e
3265,3266,6/20/2019,20:49,Thursday,LAWRENCE STATION,EUDO,7,10,S,YU,5561,Door Problems - Faulty Equipment,6,20,2019,20,e
3267,3268,6/20/2019,22:45,Thursday,BLOOR STATION,SUROB,4,9,N,YU,5911,Robbery,6,22,2019,22,e
3268,3269,6/21/2019,6:02,Friday,VAUGHAN MC STATION,MUATC,6,10,S,YU,5751,ATC Project,6,6,2019,6,a
3271,3272,6/21/2019,10:02,Friday,NORTH YORK CTR STATION,EUBO,3,5,S,YU,6076,Body,6,10,2019,10,c
3274,3275,6/21/2019,13:30,Friday,DUPONT STATION,MUPAA,5,8,S,YU,5631,Passenger Assistance Alarm Activated - No Trouble Found,6,13,2019,13,c
3275,3276,6/21/2019,14:00,Friday,KING STATION,SUDP,4,7,S,YU,5981,Disorderly Patron,6,14,2019,14,c
3276,3277,6/21/2019,14:59,Friday,UNION STATION,TUS,3,6,N,YU,6031,Crew Unable to Maintain Schedule,6,14,2019,14,c
3277,3278,6/21/2019,16:34,Friday,FINCH STATION,MUCL,4,6,S,YU,0,Divisional Clerk Related,6,16,2019,16,c
3279,3280,6/21/2019,16:58,Friday,QUEEN'S PARK STATION,MUATC,3,5,S,YU,5821,ATC Project,6,16,2019,16,c
3280,3281,6/21/2019,18:22,Friday,DOWNSVIEW PARK STATION,EUDO,4,6,N,YU,6031,Door Problems - Faulty Equipment,6,18,2019,18,d
3281,3282,6/21/2019,19:37,Friday,YORKDALE STATION,TUO,6,9,S,YU,5846,Transportation Department - Other,6,19,2019,19,d
3285,3286,6/21/2019,23:03,Friday,ST CLAIR STATION,MUIS,4,9,S,YU,5696,Injured or ill Customer (In Station) - Transported,6,23,2019,23,e
3287,3288,6/22/2019,1:39,Saturday,DOWNSVIEW PARK STATION,SUO,13,18,S,YU,5521,Passenger Other,6,1,2019,25,e
3288,3289,6/22/2019,5:49,Saturday,ST CLAIR WEST STATION,TUATC,6,11,S,YU,6116,ATC Operator Related,6,5,2019,29,f
3290,3291,6/22/2019,6:42,Saturday,VAUGHAN MC STATION,EUDO,4,14,S,YU,5511,Door Problems - Faulty Equipment,6,6,2019,6,a
3294,3295,6/22/2019,15:07,Saturday,WILSON STATION,MUATC,3,6,S,YU,5771,ATC Project,6,15,2019,15,c
3295,3296,6/22/2019,16:21,Saturday,EGLINTON STATION,MUD,3,6,S,YU,5851,Door Problems - Passenger Related,6,16,2019,16,c
3302,3303,6/22/2019,23:38,Saturday,UNION STATION,MUIR,7,12,N,YU,5741,Injured or ill Customer (On Train) - Medical Aid Refused,6,23,2019,23,e
3303,3304,6/23/2019,0:25,Sunday,SHEPPARD STATION,MUIR,4,9,S,YU,5736,Injured or ill Customer (On Train) - Medical Aid Refused,6,0,2019,24,e
3305,3306,6/23/2019,8:14,Sunday,SHEPPARD WEST STATION,TUNIP,5,10,N,YU,5641,Operator Not In Position,6,8,2019,8,b
3307,3308,6/23/2019,9:46,Sunday,OSGOODE STATION,EUDO,9,5,N,YU,5911,Door Problems - Faulty Equipment,6,9,2019,9,b
3308,3309,6/23/2019,10:34,Sunday,MUSEUM STATION,TUATC,6,10,S,YU,5686,ATC Operator Related,6,10,2019,10,c
3310,3311,6/23/2019,12:51,Sunday,FINCH STATION,MUTO,3,6,S,YU,0,Misc. Transportation Other - Employee Non-Chargeable,6,12,2019,12,c
3312,3313,6/23/2019,13:23,Sunday,YORK MILLS STATION,TUOS,3,7,S,YU,5571,Operator Overshot Platform,6,13,2019,13,c
3316,3317,6/23/2019,14:52,Sunday,ST PATRICK STATION,MUPAA,3,7,S,YU,5631,Passenger Assistance Alarm Activated - No Trouble Found,6,14,2019,14,c
3317,3318,6/23/2019,16:30,Sunday,ST CLAIR STATION,SUO,4,8,S,YU,6036,Passenger Other,6,16,2019,16,c
3318,3319,6/23/2019,16:52,Sunday,COLLEGE STATION,MUPAA,6,10,N,YU,5421,Passenger Assistance Alarm Activated - No Trouble Found,6,16,2019,16,c
3319,3320,6/23/2019,17:11,Sunday,SPADINA YUS STATION,MUIS,13,17,N,YU,5736,Injured or ill Customer (In Station) - Transported,6,17,2019,17,d
3320,3321,6/23/2019,20:06,Sunday,DUNDAS STATION,MUPAA,3,8,S,YU,5841,Passenger Assistance Alarm Activated - No Trouble Found,6,20,2019,20,e
3323,3324,6/24/2019,7:17,Monday,WILSON STATION,TUNIP,3,5,S,YU,6086,Operator Not In Position,6,7,2019,7,b
3324,3325,6/24/2019,8:23,Monday,LAWRENCE WEST STATION,MUIR,5,7,S,YU,5746,Injured or ill Customer (On Train) - Medical Aid Refused,6,8,2019,8,b
3325,3326,6/24/2019,8:53,Monday,ST ANDREW STATION,MUIR,5,7,N,YU,5996,Injured or ill Customer (On Train) - Medical Aid Refused,6,8,2019,8,b
3326,3327,6/24/2019,11:06,Monday,ST CLAIR WEST STATION,MUATC,7,9,N,YU,5566,ATC Project,6,11,2019,11,c
3327,3328,6/24/2019,12:28,Monday,FINCH STATION,SUAP,3,6,,YU,5746,Assault / Patron Involved,6,12,2019,12,c
3328,3329,6/24/2019,12:46,Monday,SHEPPARD STATION,SUAP,5,8,S,YU,6006,Assault / Patron Involved,6,12,2019,12,c
3329,3330,6/24/2019,13:58,Monday,ROSEDALE STATION,MUATC,5,8,S,YU,5911,ATC Project,6,13,2019,13,c
3330,3331,6/24/2019,14:11,Monday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5661,Misc. Transportation Other - Employee Non-Chargeable,6,14,2019,14,c
3335,3336,6/24/2019,15:56,Monday,ST CLAIR STATION,EUSC,3,5,S,YU,5731,Speed Control Equipment  ,6,15,2019,15,c
3336,3337,6/24/2019,17:46,Monday,MUSEUM STATION,MUPAA,3,5,N,YU,5596,Passenger Assistance Alarm Activated - No Trouble Found,6,17,2019,17,d
3337,3338,6/24/2019,17:48,Monday,QUEEN'S PARK STATION,MUIR,3,5,N,YU,5436,Injured or ill Customer (On Train) - Medical Aid Refused,6,17,2019,17,d
3338,3339,6/24/2019,17:59,Monday,OSGOODE STATION,MUPAA,3,5,N,YU,5826,Passenger Assistance Alarm Activated - No Trouble Found,6,17,2019,17,d
3339,3340,6/24/2019,18:10,Monday,EGLINTON WEST STATION,EUNT,5,7,N,YU,5691,Equipment - No Trouble Found,6,18,2019,18,d
3340,3341,6/24/2019,18:24,Monday,ST ANDREW STATION,TUMVS,3,5,N,YU,5716,Operator Violated Signal,6,18,2019,18,d
3341,3342,6/24/2019,18:26,Monday,FINCH STATION,TUSC,3,6,S,YU,5731,Operator Overspeeding,6,18,2019,18,d
3343,3344,6/24/2019,22:42,Monday,ST PATRICK STATION,PUTOE,6,11,N,YU,5981,T & S Operator Related Problems,6,22,2019,22,e
3344,3345,6/25/2019,5:43,Tuesday,SHEPPARD STATION,MUD,3,6,S,YU,5391,Door Problems - Passenger Related,6,5,2019,29,f
3345,3346,6/25/2019,5:44,Tuesday,EGLINTON STATION,TUCC,11,0,S,YU,5946,Transit Control Related Problems,6,5,2019,29,f
3347,3348,6/25/2019,6:17,Tuesday,SHEPPARD WEST STATION,MUATC,4,0,N,YU,5826,ATC Project,6,6,2019,6,a
3348,3349,6/25/2019,6:18,Tuesday,SHEPPARD WEST STATION,MUATC,7,11,N,YU,5651,ATC Project,6,6,2019,6,a
3349,3350,6/25/2019,6:47,Tuesday,FINCH STATION,MUCL,4,7,S,YU,5901,Divisional Clerk Related,6,6,2019,6,a
3350,3351,6/25/2019,6:53,Tuesday,VAUGHAN MC STATION,TUNIP,7,11,S,YU,5931,Operator Not In Position,6,6,2019,6,a
3353,3354,6/25/2019,7:41,Tuesday,YORKDALE STATION,MUI,16,18,S,YU,6011,Injured or ill Customer (On Train) - Transported,6,7,2019,7,b
3354,3355,6/25/2019,7:52,Tuesday,FINCH STATION,EUSC,3,5,S,YU,5731,Speed Control Equipment  ,6,7,2019,7,b
3355,3356,6/25/2019,8:04,Tuesday,YORK MILLS STATION,MUPAA,3,5,S,YU,5731,Passenger Assistance Alarm Activated - No Trouble Found,6,8,2019,8,b
3356,3357,6/25/2019,8:38,Tuesday,BLOOR STATION,MUIR,4,6,S,YU,5956,Injured or ill Customer (On Train) - Medical Aid Refused,6,8,2019,8,b
3360,3361,6/25/2019,10:16,Tuesday,WELLESLEY STATION,SUDP,4,6,S,YU,6131,Disorderly Patron,6,10,2019,10,c
3362,3363,6/25/2019,13:34,Tuesday,FINCH STATION,TUS,5,8,S,YU,6096,Crew Unable to Maintain Schedule,6,13,2019,13,c
3363,3364,6/25/2019,15:25,Tuesday,SHEPPARD STATION,MUIR,4,7,N,YU,5431,Injured or ill Customer (On Train) - Medical Aid Refused,6,15,2019,15,c
3364,3365,6/25/2019,16:18,Tuesday,FINCH STATION,TUNIP,3,6,S,YU,6011,Operator Not In Position,6,16,2019,16,c
3366,3367,6/25/2019,17:16,Tuesday,UNION STATION,TUCC,4,6,N,YU,5891,Transit Control Related Problems,6,17,2019,17,d
3368,3369,6/25/2019,17:40,Tuesday,EGLINTON STATION,MUDD,9,11,S,YU,5451,Door Problems - Debris Related,6,17,2019,17,d
3371,3372,6/25/2019,20:17,Tuesday,FINCH STATION,TUNIP,5,7,S,YU,5806,Operator Not In Position,6,20,2019,20,e
3373,3374,6/25/2019,20:58,Tuesday,PIONEER VILLAGE STATIO,EUTL,15,20,S,YU,5701,Trainline System,6,20,2019,20,e
3375,3376,6/25/2019,22:10,Tuesday,BLOOR STATION,MUIR,5,10,N,YU,5711,Injured or ill Customer (On Train) - Medical Aid Refused,6,22,2019,22,e
3376,3377,6/26/2019,6:07,Wednesday,SHEPPARD WEST STATION,MUATC,14,18,N,YU,5471,ATC Project,6,6,2019,6,a
3378,3379,6/26/2019,8:15,Wednesday,ST GEORGE YUS STATION,MUATC,3,5,S,YU,5886,ATC Project,6,8,2019,8,b
3379,3380,6/26/2019,8:26,Wednesday,FINCH STATION,MUTO,3,5,S,YU,5996,Misc. Transportation Other - Employee Non-Chargeable,6,8,2019,8,b
3382,3383,6/26/2019,9:04,Wednesday,EGLINTON WEST STATION,MUATC,4,6,N,YU,5896,ATC Project,6,9,2019,9,b
3383,3384,6/26/2019,14:58,Wednesday,QUEEN STATION,MUI,10,13,S,YU,5566,Injured or ill Customer (On Train) - Transported,6,14,2019,14,c
3390,3391,6/27/2019,5:42,Thursday,EGLINTON STATION,MUO,5,0,S,YU,5956,Miscellaneous Other,6,5,2019,29,f
3391,3392,6/27/2019,6:57,Thursday,WILSON STATION,PUTSM,4,0,S,YU,5781,Track Switch Failure - Track Related Problem,6,6,2019,6,a
3394,3395,6/27/2019,8:26,Thursday,FINCH STATION,MUTO,3,5,S,YU,5926,Misc. Transportation Other - Employee Non-Chargeable,6,8,2019,8,b
3395,3396,6/27/2019,8:28,Thursday,BLOOR STATION,EUNT,5,7,N,YU,5481,Equipment - No Trouble Found,6,8,2019,8,b
3396,3397,6/27/2019,8:47,Thursday,ROSEDALE STATION,MUIR,7,9,S,YU,5921,Injured or ill Customer (On Train) - Medical Aid Refused,6,8,2019,8,b
3397,3398,6/27/2019,10:22,Thursday,YORK MILLS STATION,MUIS,54,57,S,YU,5971,Injured or ill Customer (In Station) - Transported,6,10,2019,10,c
3401,3402,6/27/2019,14:31,Thursday,EGLINTON WEST STATION,SUAP,18,21,S,YU,5896,Assault / Patron Involved,6,14,2019,14,c
3402,3403,6/27/2019,15:53,Thursday,DUNDAS STATION,MUI,15,18,N,YU,5856,Injured or ill Customer (On Train) - Transported,6,15,2019,15,c
3403,3404,6/27/2019,16:17,Thursday,FINCH STATION,TUO,3,6,S,YU,5476,Transportation Department - Other,6,16,2019,16,c
3405,3406,6/27/2019,17:08,Thursday,COLLEGE STATION,MUPAA,3,5,S,YU,5631,Passenger Assistance Alarm Activated - No Trouble Found,6,17,2019,17,d
3411,3412,6/27/2019,20:18,Thursday,WELLESLEY STATION,SUUT,8,11,N,YU,6031,Unauthorized at Track Level,6,20,2019,20,e
3412,3413,6/27/2019,20:48,Thursday,ROSEDALE STATION,SUUT,15,18,N,YU,5606,Unauthorized at Track Level,6,20,2019,20,e
3413,3414,6/27/2019,20:54,Thursday,ST CLAIR WEST STATION,EUBK,9,12,N,YU,5461,Brakes,6,20,2019,20,e
3414,3415,6/27/2019,20:58,Thursday,DOWNSVIEW PARK STATION,MUATC,5,8,N,YU,6041,ATC Project,6,20,2019,20,e
3416,3417,6/28/2019,0:32,Friday,BLOOR STATION,SUUT,12,17,N,YU,5666,Unauthorized at Track Level,6,0,2019,24,e
3418,3419,6/28/2019,5:55,Friday,WILSON STATION,MUATC,8,13,S,YU,5621,ATC Project,6,5,2019,29,f
3419,3420,6/28/2019,6:00,Friday,EGLINTON STATION,PUMST,4,6,N,YU,6021,Station Stairway Incident ,6,6,2019,6,a
3421,3422,6/28/2019,6:16,Friday,LAWRENCE WEST STATION,MUATC,8,13,S,YU,5621,ATC Project,6,6,2019,6,a
3424,3425,6/28/2019,8:20,Friday,ST CLAIR WEST STATION,EUSC,3,5,S,YU,5606,Speed Control Equipment  ,6,8,2019,8,b
3427,3428,6/28/2019,11:13,Friday,DAVISVILLE STATION,PUSTC,3,6,S,YU,0,Signals - Track Circuit Problems,6,11,2019,11,c
3428,3429,6/28/2019,12:06,Friday,BLOOR STATION,MUPLB,10,13,N,YU,5471,Fire/Smoke Plan B - Source TTC,6,12,2019,12,c
3429,3430,6/28/2019,13:38,Friday,WILSON STATION,MUATC,4,7,S,YU,5781,ATC Project,6,13,2019,13,c
3430,3431,6/28/2019,14:20,Friday,OSGOODE STATION,MUATC,6,9,S,YU,5931,ATC Project,6,14,2019,14,c
3431,3432,6/28/2019,14:53,Friday,GLENCAIRN STATION,MUI,14,17,N,YU,5641,Injured or ill Customer (On Train) - Transported,6,14,2019,14,c
3432,3433,6/28/2019,15:19,Friday,SHEPPARD WEST STATION,MUSAN,3,6,N,YU,5641,Unsanitary Vehicle,6,15,2019,15,c
